timestamp,Discharge Pressure(psi),Average Amps(Amps),Intake Temperature(F),Drive Frequency(Hz),Motor Temperature(F),Intake Pressure(psi)
11/10/2022 12:13:00 PM,724.0000153,577.9999924,65,63.9999986,98.00000191,1326.999969
11/10/2022 12:33:00 PM,680,535.9999847,66.99999809,60.0000024,98.00000191,1290
11/10/2022 12:52:00 PM,624.0000153,479.0000153,60,62.9999995,111.0000038,1110
11/10/2022 12:52:00 PM,624.0000153,479.0000153,60,62.9999995,111.0000038,1110
11/10/2022 12:57:00 PM,650.9999847,535.9999847,63.00000191,62.0000005,108.0000019,1286.999969
11/10/2022 1:12:00 PM,612.9999924,457.9999924,60,57.9999983,116.9999981,1291.999969
11/10/2022 1:21:00 PM,700,499.0000153,63.00000191,56.0000002,116.9999981,1115.999985
11/10/2022 1:27:00 PM,604.0000153,524.0000153,58.00000191,62.9999995,111.0000038,1288.000031
11/10/2022 1:33:00 PM,620.9999847,500,64.00000095,58.9999974,100,1105.999985
11/10/2022 1:44:00 PM,589.0000153,475.9999847,55,60.0000024,111.0000038,1140
11/10/2022 1:46:00 PM,1426.999969,684.0000153,60.99999905,62.0000005,111.0000038,1368.000031
11/10/2022 1:53:00 PM,1426.999969,684.0000153,60.99999905,62.0000005,111.0000038,1368.000031
11/10/2022 1:53:00 PM,1456.999969,681.9999695,55.99999905,60.0000024,108.9999962,1240.999985
11/10/2022 1:54:00 PM,1456.999969,681.9999695,55.99999905,60.0000024,108.9999962,1240.999985
11/10/2022 1:55:00 PM,1456.999969,681.9999695,55.99999905,60.0000024,108.9999962,1240.999985
11/10/2022 1:56:00 PM,1456.999969,681.9999695,55.99999905,60.0000024,108.9999962,1240.999985
11/10/2022 2:13:00 PM,1551.999969,619.0000153,59.00000095,64.9999976,98.99999619,1288.000031
11/10/2022 2:33:00 PM,1598.000031,527.9999924,58.00000191,60.0000024,106.9999981,1283.999939
11/10/2022 2:53:00 PM,1646.000061,617.9999924,60,63.9999986,113.9999962,1235
11/10/2022 3:13:00 PM,1451.999969,567.9999924,63.00000191,62.0000005,105,1184.000015
11/10/2022 3:33:00 PM,1636.999969,592.0000076,61.99999809,57.9999983,105,1323.000031
11/10/2022 3:51:00 PM,1525,487.9999924,60.99999905,56.0000002,103.9999962,1090.999985
11/10/2022 3:52:00 PM,1525,487.9999924,60.99999905,56.0000002,103.9999962,1090.999985
11/10/2022 4:12:00 PM,1531.000061,522.0000076,55.99999905,62.9999995,101.9999981,1310
11/10/2022 4:26:00 PM,1368.999939,450.9999847,59.00000095,54.0000021,115,1264.000015
11/10/2022 4:28:00 PM,1368.999939,450.9999847,59.00000095,54.0000021,115,1264.000015
11/10/2022 4:32:00 PM,1596.999969,489.0000153,56.99999809,62.9999995,113.9999962,1158.000031
11/10/2022 4:33:00 PM,1596.999969,489.0000153,56.99999809,62.9999995,113.9999962,1158.000031
11/10/2022 4:42:00 PM,1390,457.9999924,60.99999905,54.0000021,110,1166.999969
11/10/2022 4:53:00 PM,685.9999847,37.99999952,60,62.9999995,116.0000038,1126.999969
11/10/2022 5:08:00 PM,725.9999847,40,60,64.9999976,98.00000191,1180
11/10/2022 5:08:00 PM,725.9999847,40,60,64.9999976,98.00000191,1180
11/10/2022 5:09:00 PM,725.9999847,40,60,64.9999976,98.00000191,1180
11/10/2022 5:10:00 PM,725.9999847,40,60,64.9999976,98.00000191,1180
